Substance Evaluation - CoRAP list
Note: Group entries are split in different rows.
Export date: 09-mai-2024 09:03:23
Last updated 02-mai-2024. Database contains 402 unique substances/entries.

"Substance Identifier"	""	
"Evaluating Member State"	""	
"Status"	""	
"Initial grounds for concern (operator is and)"	"true"	
"Initial grounds for concerns"



"Substance name"	"Description"	"EC / List no"	"CAS no"	"Co-Evaluating Member State"	"Year"	"Evaluating Member State"	"Initial grounds for concern"	"Status"	"Latest update"	"Decisions"	"Conclusion document"	"Justification documents"	"CoRAP publication date"	"MS address"	"Member State (MS) contact details"	"MS remarks"	"Further information"	"Remarks"	"DISLIST_CORAP_diss_concern"	"DISLIST_CORAP_relevance"	"First published"	
"BISPHENOL A POLYETHYLENE GLYCOL DIETHER DIMETHACRYLATE"	""	"609-946-4"	"41637-38-1"	""	""	"Germany"	"Suspected PBT/vPvB""Exposure of environment"	"Withdrawn"	"22-mars-2022"	""	""	"https://echa.europa.eu/documents/10162/3179ad9e-45d9-27af-8316-ff59341e113c""https://echa.europa.eu/documents/10162/5287460c-201a-4fca-9140-f5a496d5ea86"	"21-mars-2017"	"Friedrich-Henkel-Weg 1-25, 44149 Dortmund"	"Federal Institute for Occupational Safety and Health, Division 5 &#34;Federal Office for Chemicals&#34;"	""	""	"Dossier evaluation process to be completed before initiating substance evaluation. The substance may be put in CoRAP again, if after conclusion of the dossier evaluation process, concerns would remain, beyond what can be clarified through dossier evaluation."	"Suspected PBT/vPvB""Exposure of environment"	""	"21-mars-2017"	
"2,6,10-Trimethyldodecane (Farnesane)"	""	"622-542-2"	"3891-98-3"	"Slovakia"	""	"Austria"	"Suspected Mutagenic""Suspected PBT/vPvB""Suspected Sensitiser""Consumer use""Exposure of environment""Exposure of workers"	"Withdrawn"	"22-mars-2022"	""	""	"https://echa.europa.eu/documents/10162/21c8733d-a190-af27-9e6c-dcd013bd8fcb""https://echa.europa.eu/documents/10162/b60e8fff-1372-9889-b65c-ce1bec1f32b7"	"22-mars-2016"	"Spittelauer Lände 5
1090 Wien Österreich/Austria"	"Austria: Umweltbundesamt GmbH, Abteilung Chemikalien/Department Chemicals, Slovakia: Ministry of Economy of the Slovak Republic, Centre for Chemical Substances and Preparations"	""	""	"Dossier evaluation process to be completed before initiating substance evaluation. The substance may be put in CoRAP again, if after conclusion of the dossier evaluation process, concerns would remain, beyond what can be clarified through dossier evaluation."	"Suspected Mutagenic""Suspected PBT/vPvB""Suspected Sensitiser""Consumer use""Exposure of environment""Exposure of workers"	""	"22-mars-2016"	
"1-(2-hydroxy-5-nonyl(branched)-phenyl)ethanone oxime"	""	"627-083-1"	"244235-47-0"	""	"2015"	"Spain"	"Suspected PBT/vPvB""High (aggregated) tonnage"	"Concluded"	"21-oct.-2021"	""	"https://echa.europa.eu/documents/10162/d136d46e-8e37-8033-d2fd-9cedf8ec38ee"	"https://echa.europa.eu/documents/10162/10ccf0a8-b7a0-13ed-390a-83ddd989ef97"	"26-mars-2014"	"Plaza de San Juan de la Cruz s/n. 28071-Madrid
"	"Spanish Ministry of Agriculture, Food and Environment"	""	""	""	"Suspected PBT/vPvB""High (aggregated) tonnage"	""	"14-janv.-2016"	
"2-bromo-3,3,3-trifluoroprop-1-ene"	""	"627-872-0"	"1514-82-5"	""	"2019"	"Spain"	"Suspected Reprotoxic""Potential endocrine disruptor"	"Concluded"	"24-août-2020"	""	"https://echa.europa.eu/documents/10162/b619d63f-d1e2-7a9d-ffea-4b5307463fef"	"https://echa.europa.eu/documents/10162/8c51e13e-c6ac-e92c-f087-b5fb15369b8c"	"19-mars-2019"	"Paseo del Prado, 18-20, 28071 &#8211; Madrid, Spain"	"Ministry of Health, Consumer Affairs, and Social Welfare"	""	""	""	"Suspected Reprotoxic""Potential endocrine disruptor"	""	"19-mars-2019"	
"2-Ethylhexyl trans-4-methoxycinnamate"	""	"629-661-9"	"83834-59-7"	""	"2016"	"Germany"	"Potential endocrine disruptor""Suspected PBT/vPvB""Consumer use""Exposure of environment""High (aggregated) tonnage""Other exposure/risk based concern""Wide dispersive use"	"Concluded"	"15-nov.-2023"	"https://echa.europa.eu/documents/10162/88e0cc0b-d64c-1b9e-d706-61c0cce731da"	"https://echa.europa.eu/documents/10162/9a3674a2-1ba3-626d-3628-21024ce704d2"	"https://echa.europa.eu/documents/10162/4c020457-e159-2d9e-a5b2-f789a2b9b790"	"29-févr.-2012"	"Friedrich-Henkel-Weg 1-25, 44149 Dortmund 
"	"Federal Institute for Occupational Safety and Healt, Division 5 &#34;Federal Office for Chemicals&#34;"	""	""	"Previously registered as 2-ethylhexyl 4- methoxycinnamate, EC 226-775-7, CAS 5466-77-3
(EC: 275-702-5 and 629-661-9) due to the indication of structural similarity of these substances, there may be a (potential) joined evaluation of these substances."	"Potential endocrine disruptor""Suspected PBT/vPvB""Consumer use""Exposure of environment""High (aggregated) tonnage""Other exposure/risk based concern""Wide dispersive use"	""	"14-janv.-2016"	
"Fatty acids C18 unsat, reaction products with Pentaethylenehexamine"	""	"629-732-4"	"1224966-13-5"	""	"2015"	"Lithuania"	"Sensitiser""Exposure of sensitive populations""Exposure of workers"	"Concluded"	"25-mars-2020"	""	"https://echa.europa.eu/documents/10162/002df250-b186-5b48-1f4d-105a032f326c"	"https://echa.europa.eu/documents/10162/93d8fede-682e-ff98-8678-113589d5004b"	"26-mars-2014"	"Chemical Substances Division, A. Juozapaviciaus str. 9,  LT- 09311 Vilnius, Lithuania 
"	"Environmental Protection Agency"	""	""	""	"Sensitiser""Exposure of sensitive populations""Exposure of workers"	""	"19-janv.-2016"	
"N-[2-(piperazin-1-yl)ethyl]C18-insaturated-alkylamide"	""	"629-767-5"	"1228186-18-2"	""	""	"Germany"	"Suspected PBT/vPvB""Exposure of environment""Wide dispersive use"	"Withdrawn"	"22-mars-2022"	""	""	"https://echa.europa.eu/documents/10162/1ba00cbe-5442-8248-c639-c16e2bf21647""https://echa.europa.eu/documents/10162/999e5e70-91b6-49ab-a3aa-b59188d1be93"	"21-mars-2017"	"Friedrich-Henkel-Weg 1-25, 44149 Dortmund"	"Federal Institute for Occupational Safety and Health, Division 5 &#34;Federal Office for Chemicals&#34;"	""	""	"Dossier evaluation process to be completed before initiating substance evaluation. The substance may be put in CoRAP again, if after conclusion of the dossier evaluation process, concerns would remain, beyond what can be clarified through dossier evaluation."	"Suspected PBT/vPvB""Exposure of environment""Wide dispersive use"	""	"21-mars-2017"	
"reaction mass of mixed (3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctyl) phosphates, ammonium salt"	""	"700-161-3"	"-"	""	"2013"	"Netherlands"	"Suspected PBT/vPvB"	"Ongoing"	"25-mars-2020"	"https://echa.europa.eu/documents/10162/520288be-efe9-f8f1-5885-9329ca32e9a9"	""	"https://echa.europa.eu/documents/10162/d4c22b1c-bd90-8266-d9e1-4ea4d655cf49"	"29-févr.-2012"	""	"Ministry of Infrastructure and the Environment"	"Correspondence related to Substance evaluations should contain in the subject field the following string: ”SUBSTANCE EVALUATION&#34;."	""	"As an outcome of the SEv follow-up process, a second SEv Draft Decision requesting further information has been sent to the Registrant(s)."	"Suspected PBT/vPvB"	""	"19-janv.-2016"	
"bis(nonafluorobutyl)phosphinic acid"	""	"700-183-3"	"52299-25-9"	""	"2018"	"Germany"	"Suspected PBT/vPvB""Other hazard based concern""Exposure of environment"	"Concluded"	"25-mars-2020"	""	"https://echa.europa.eu/documents/10162/e8fb43f3-73a9-1db5-4a81-aba434a265e6"	"https://echa.europa.eu/documents/10162/1c819617-6096-d8d2-9f48-917b374ac266"	"17-mars-2015"	"Friedrich-Henkel-Weg 1-25, 44149 Dortmund"	"Federal Institute for Occupational Safety and Health, Division 5 &#34;Federal Office for Chemicals&#34;"	""	""	""	"Suspected PBT/vPvB""Other hazard based concern""Exposure of environment"	""	"14-janv.-2016"	
"ammonium 2,3,3,3-tetrafluoro-2-(heptafluoropropoxy)propanoate"	""	"700-242-3"	"62037-80-3"	"Netherlands"	"2017"	"Germany"	"Suspected PBT/vPvB""Exposure of environment"	"Information requested"	"20-janv.-2021"	"https://echa.europa.eu/documents/10162/2d98dcf1-b069-18d5-520c-bee047c0d47e"	""	"https://echa.europa.eu/documents/10162/3c406708-ebd9-458d-010a-e5170ddcff81""https://echa.europa.eu/documents/10162/8bcca14a-c4d4-6b16-bfd3-bb8f19802b08"	"17-mars-2015"	"Friedrich-Henkel-Weg 1-25, 44149 Dortmund"	"Federal Institute for Occupational Safety and Health, Division 5 &#34;Federal Office for Chemicals&#34;"	"NL: Correspondence related to Substance evaluations should contain in the subject field the following string: ”SUBSTANCE EVALUATION&#34;."	"<a href=""https://echa.europa.eu/documents/10162/20a718a5-2296-9e4f-06c2-c5c215ee7f9b"">The Board of Appeal in its decision in Case No. A-007-2019 has upheld a SEv decision for this substance:</a>"	""	"Suspected PBT/vPvB""Exposure of environment"	""	"19-janv.-2016"	
"ammonium difluoro[1,1,2,2-tetrafluoro-2-(pentafluoroethoxy)ethoxy]acetate"	""	"700-323-3"	"908020-52-0"	""	"2017"	"Germany"	"Suspected PBT/vPvB""Exposure of environment"	"Concluded"	"12-avr.-2021"	""	"https://echa.europa.eu/documents/10162/7d378103-4ae0-ee96-fbd6-c80eaa142bd6"	"https://echa.europa.eu/documents/10162/ebf48c36-8dd8-9c3f-0907-d692b56df544"	"17-mars-2015"	"Friedrich-Henkel-Weg 1-25, 44149 Dortmund"	"Federal Institute for Occupational Safety and Health, Division 5 &#34;Federal Office for Chemicals&#34;"	""	""	""	"Suspected PBT/vPvB""Exposure of environment"	""	"14-janv.-2016"	
"Ammonium salts of mono- and bis[3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctyl and/or poly (substituted alkene)] phosphate"	""	"700-403-8"	"-"	""	"2013"	"Belgium"	"Suspected PBT/vPvB""Consumer use""Wide dispersive use"	"Concluded"	"25-août-2023"	"https://echa.europa.eu/documents/10162/482bc7cb-9c27-61f8-ed59-e99aac58aaee"	"https://echa.europa.eu/documents/10162/6b56e414-be1d-aa6a-e8d6-8ef11abef0db"	"https://echa.europa.eu/documents/10162/18585231-2811-1314-2bb7-5c5e8e9ddb15"	"29-févr.-2012"	""	"Federal Public Service Health, Food Chain Safety and Environment"	""	""	"As an outcome of the SEv follow-up process, a second SEv draft Decision requesting further information has been sent to the Registrant(s)."	"Suspected PBT/vPvB""Consumer use""Wide dispersive use"	""	"19-janv.-2016"	
"Mono- and/or di- and/or tri(1-phenylethyl)-m-cresol and p-cresol"	""	"700-427-9"	"-"	""	"2013"	"Belgium"	"Suspected PBT/vPvB""Consumer use""Wide dispersive use"	"Concluded"	"24-mars-2020"	""	"https://echa.europa.eu/documents/10162/aeb8d57b-e9c8-83c7-5851-ce3a48014c71"	"https://echa.europa.eu/documents/10162/ae2f7e1c-9f19-f0ab-7fba-ee380182ffeb"	"29-févr.-2012"	""	"Federal Public Service Health, Food Chain Safety and Environment"	""	""	""	"Suspected PBT/vPvB""Consumer use""Wide dispersive use"	""	"14-janv.-2016"	
"Sepisol Fast Blue 85219"	""	"700-579-6"	"-"	""	"2017"	"Netherlands"	"Suspected PBT/vPvB""Wide dispersive use"	"Concluded"	"15-mars-2024"	"https://echa.europa.eu/documents/10162/274f165b-21d3-200f-1cb2-6073df277ee3"	"https://echa.europa.eu/documents/10162/643e70e7-c758-dac3-4e00-39d5191c90cb"	"https://echa.europa.eu/documents/10162/0f00884c-597b-39b1-e5a2-5d077f76fa74"	"26-mars-2014"	""	"Ministry of Infrastructure and the Environment"	"Correspondence related to Substance evaluations should contain in the subject field the following string: ”SUBSTANCE EVALUATION&#34;."	""	""	"Suspected PBT/vPvB""Wide dispersive use"	""	"14-janv.-2016"	
"10-undecenyl 2-cyano-3,3-diphenylpropenoate"	""	"700-604-0"	"947701-81-7"	""	""	"Finland"	"Suspected PBT/vPvB""Consumer use"	"Withdrawn"	"18-mars-2020"	""	""	"https://echa.europa.eu/documents/10162/401a9996-e42a-0705-3ca8-dc414e4ecb50""https://echa.europa.eu/documents/10162/fb133259-6eb2-4938-82ae-c2abf3f01c08"	"26-mars-2014"	""	"Turvallisuus- ja kemikaalivirasto (Tukes) / Finnish Safety and Chemicals Agency (Tukes)"	""	""	""	"Suspected PBT/vPvB""Consumer use"	""	"14-janv.-2016"	
"Oligomerisation and alkylation reaction products of 2-phenylpropene and phenol [Previously registered as Phenol, methylstyrenated - EC N. 270-966-8 and CAS N. 68512-30-1]"	""	"700-960-7"	"-"	""	"2012"	"Denmark"	"Potential endocrine disruptor""Suspected PBT/vPvB""High (aggregated) tonnage""Wide dispersive use"	"Concluded"	"02-mai-2024"	"https://echa.europa.eu/documents/10162/bfde7cc1-8c23-f01e-53a7-9b26d8c4f5b4""https://echa.europa.eu/documents/10162/1b199225-ac74-d379-1bbd-f9e220f67f08"	"https://echa.europa.eu/documents/10162/4c914c2c-2575-ed01-6abf-e191442295c2"	""	"29-févr.-2012"	""	"Danish EPA, Chemicals Division"	""	""	"Previously registered as Phenol, methylstyrenated - EC 270-966-8 and CAS 68512-30-1"	"Potential endocrine disruptor""Suspected PBT/vPvB""High (aggregated) tonnage""Wide dispersive use"	""	"14-janv.-2016"	
"Phenol, methylstyrenated"	""	"270-966-8"	"68512-30-1"	""	"2012"	"Denmark"	"Potential endocrine disruptor""Suspected PBT/vPvB""High (aggregated) tonnage""Wide dispersive use"	"Concluded"	"02-mai-2024"	"https://echa.europa.eu/documents/10162/bfde7cc1-8c23-f01e-53a7-9b26d8c4f5b4""https://echa.europa.eu/documents/10162/1b199225-ac74-d379-1bbd-f9e220f67f08"	"https://echa.europa.eu/documents/10162/4c914c2c-2575-ed01-6abf-e191442295c2"	""	"29-févr.-2012"	""	"Danish EPA, Chemicals Division"	""	""	"Previously registered as Phenol, methylstyrenated - EC 270-966-8 and CAS 68512-30-1"	"Potential endocrine disruptor""Suspected PBT/vPvB""High (aggregated) tonnage""Wide dispersive use"	""	"14-janv.-2016"	
"1,2-benzenedicarboxylic acid, di-C10-12-branched alkyl esters"	""	"700-989-5"	"-"	""	"2014"	"Denmark"	"Suspected CMR""High (aggregated) tonnage""Other exposure/risk based concern"	"Concluded"	"09-juin-2022"	""	"https://echa.europa.eu/documents/10162/d77e1548-2d5d-5cb0-23bb-29bc3712c10c"	"https://echa.europa.eu/documents/10162/2ba61a4c-2fc2-1680-9d06-48ebdc222b0f"	"26-mars-2014"	""	"Danish EPA, Chemicals Division"	""	""	"Previously registered as diundecyl phthalate, branched and linear, EC 287-401-6, CAS 85507-79-5"	"Suspected CMR""High (aggregated) tonnage""Other exposure/risk based concern"	""	"19-janv.-2016"	
"C16-(branched), C20-(branched) and C24-(branched)-alkanes"	""	"700-992-1"	"-"	""	"2014"	"Norway"	"Suspected PBT/vPvB""Consumer use""High (aggregated) tonnage""Wide dispersive use"	"Follow-up"	"19-déc.-2023"	"https://echa.europa.eu/documents/10162/7d2b2d80-fbf4-53db-318d-dd164ef23993""https://echa.europa.eu/documents/10162/26e08c44-7c0f-c7cb-cbd2-52b5f02c08a0"	""	"https://echa.europa.eu/documents/10162/780a9417-0ccf-9fbf-61f9-604962155bcc"	"26-mars-2014"	"P.O. Box 5672 Sluppen, NO-7485 Trondheim, Norway
"	"Norwegian Environment Agency"	""	""	"Previously registered as Alkanes, C16-20-iso-, EC 292-461-1, CAS 90622-59-6"	"Suspected PBT/vPvB""Consumer use""High (aggregated) tonnage""Wide dispersive use"	""	"19-janv.-2016"	
"tris(4-nonylphenyl, branched) phosphite"	""	"701-028-2"	"-"	""	"2013"	"France"	"Suspected PBT/vPvB""Consumer use""Exposure of sensitive populations""High (aggregated) tonnage""High RCR""Wide dispersive use"	"Ongoing"	"23-mars-2023"	"https://echa.europa.eu/documents/10162/23645b9b-137c-c5f9-ac49-366e4d0af659"	""	"https://echa.europa.eu/documents/10162/23366d53-1851-612a-6ae3-608c208a6017"	"20-mars-2013"	"REACH &amp; CLP Unit, 253 avenue du General Leclerc. 94700 Maisons-Alfort Cedex
"	"French Agency for Food, Environmental and Occupational Health &amp; Safety (Anses)"	""	""	"Previously registered as Tris(nonylphenyl)phosphite, EC 247-759-6, CAS 26523-78-4."	"Suspected PBT/vPvB""Consumer use""Exposure of sensitive populations""High (aggregated) tonnage""High RCR""Wide dispersive use"	""	"14-janv.-2016"	
"1-isocyanato-2(or 4)-(4-isocyanatobenzyl)benzene and their reaction products with [(methylethylene)bis(oxy)]dipropanol and butane-1,3-diol and propylene glycol"	""	"701-029-8"	"-"	""	""	"Estonia"	"CMR""Sensitiser""Consumer use""Wide dispersive use"	"Withdrawn"	"01-avr.-2022"	""	""	"https://echa.europa.eu/documents/10162/8236cac5-4193-3258-7847-fd502d1ba336""https://echa.europa.eu/documents/10162/19f814bf-21c1-e01f-0bcd-0aabeca0a6d1""https://echa.europa.eu/documents/10162/27434e20-8407-2340-5e9b-e05d15a0857d"	"20-mars-2013"	"Department of Chemical Safety, Gonsiori 29, 10147 Tallinn, Estonia
"	"Health Board"	""	""	"Previously registered as 4,4&#39;-methylenediphenyl diisocyanate, oligomeric reaction products with butane-1,3-diol, 2,4&#39;-diisocyanatodiphenyl methane, [(methylethylene)bis(oxy)]dipropanol and propane-1,2-diol, EC 500-312-1, CAS 123714-19-2."	"CMR""Sensitiser""Consumer use""Wide dispersive use"	""	"14-janv.-2016"	
"Hydrogenated rosin alcohols"	""	"701-057-0"	"-"	""	""	"Germany"	"Suspected PBT/vPvB""Exposure of environment""High RCR""Wide dispersive use"	"Withdrawn"	"22-mars-2022"	""	""	"https://echa.europa.eu/documents/10162/b185292a-a2ff-5b2b-675d-96aed00932e6""https://echa.europa.eu/documents/10162/aabf7306-ff73-4648-19f7-f0a08344d5de""https://echa.europa.eu/documents/10162/51c246e3-c099-be4d-c287-bf2f9e452968""https://echa.europa.eu/documents/10162/8efe58c5-d539-950c-fcc2-941816f2b1f0"	"22-mars-2016"	"Friedrich-Henkel-Weg 1-25, 44149 Dortmund"	"Federal Institute for Occupational Safety and Health, Division 5 &#34;Federal Office for Chemicals&#34;"	""	""	"Previously registered as Tetradecahydro-7-isopropyl-1,4a-dimethylphenanthren-1-methanol, EC 236-476-3, CAS 13393-93-6.
Dossier evaluation process to be completed before initiating substance evaluation. The substance may be put in CoRAP again, if after conclusion of the dossier evaluation process, concerns would remain, beyond what can be clarified through dossier evaluation."	"Suspected PBT/vPvB""Exposure of environment""High RCR""Wide dispersive use"	""	"22-mars-2016"	
"Reaction mass of 2-methylpentane and Hexanol, branched and linear and diisopropyl ether"	""	"701-241-0, 906-390-7"	"-"	""	""	"Italy"	"Suspected PBT/vPvB""Consumer use""Exposure of environment""High (aggregated) tonnage""Wide dispersive use"	"Withdrawn"	"17-mars-2021"	""	""	"https://echa.europa.eu/documents/10162/2f78036a-8a32-0d16-46f7-cb611c8174b5""https://echa.europa.eu/documents/10162/7c86f203-cfd5-5264-f95e-8dbb51f62f23""https://echa.europa.eu/documents/10162/f8e75a35-7008-4295-8cef-9193419f69ff""https://echa.europa.eu/documents/10162/f6ac755f-c888-610e-31c2-2333e7b641ca""https://echa.europa.eu/documents/10162/7d04c738-9947-9723-3c7e-9e9223d69a88"	"22-mars-2016"	"299 Viale Regina Elena, 00161 ROME"	"National Institute of Health"	""	""	"Previously registered as Reaction mass of 2-methylpentane and Hexanol, branched and linear and diisopropyl ether, EC 906-390-7."	"Suspected PBT/vPvB""Consumer use""Exposure of environment""High (aggregated) tonnage""Wide dispersive use"	""	"22-mars-2016"	
"Oligomerisation products of beta-pinene"	""	"701-246-8"	"-"	""	"2025"	"Spain"	"Suspected PBT/vPvB""Consumer use""Exposure of environment""Wide dispersive use"	"Not started"	"19-mars-2024"	""	""	"https://echa.europa.eu/documents/10162/42841009-a4a7-ba85-519d-e2c53f557b95"	"19-mars-2024"	"Plaza de San Juan de la Cruz s/n, 28071-Madrid, Spain"	"Ministry for the Ecological Transition and the Demographic Challenge"	""	""	"(List No: 701-246-8; 701-463-8): due to the indication of structural similarity, these substances may potentially be addressed in a joint evaluation."	"Suspected PBT/vPvB""Consumer use""Exposure of environment""Wide dispersive use"	""	"19-mars-2024"	
"Phenol, paraalkylation products with C10-15 branched olefins (C12 rich) derived from propene oligomerization, carbonates, calcium salts, overbased, sulfurized, including distillates (petroleum), hydrotreated, solvent-refined, solvent-dewaxed, or catalytic dewaxed, light or heavy paraffinic C15-C50"	""	"701-251-5"	"-"	""	"2013"	"Netherlands"	"CMR""Consumer use""High (aggregated) tonnage""Wide dispersive use"	"Concluded"	"25-mars-2020"	"https://echa.europa.eu/documents/10162/2a07e145-0340-572e-d687-2ea0a590a3f3"	"https://echa.europa.eu/documents/10162/30bb62fb-55d9-401e-01bf-94c3d651bbba"	"https://echa.europa.eu/documents/10162/f98ca567-bbc4-3909-0e68-7ecca04f9f59"	"29-févr.-2012"	""	"Ministry of Infrastructure and the Environment"	"Correspondence related to Substance evaluations should contain in the subject field the following string: ”SUBSTANCE EVALUATION&#34;."	""	"The substance identifiers may change as a consequence of the clarification of the substance identity by ECHA. This may lead to changes in the name or/and identifiers of the substance."	"CMR""Consumer use""High (aggregated) tonnage""Wide dispersive use"	""	"14-janv.-2016"	
"Reaction mass of 2,2'-[methylenebis(2,1-phenyleneoxymethylene)]bis(oxirane) and 2,2'-[methylenebis(4,1-phenyleneoxymethylene)]bis(oxirane) and 2-({2-[4-(oxiran-2-ylmethoxy)benzyl]phenoxy}methyl)oxirane"	""	"701-263-0"	"-"	""	"2020"	"Denmark"	"Potential endocrine disruptor"	"Concluded"	"29-juin-2021"	""	"https://echa.europa.eu/documents/10162/1de039f2-0b06-a979-4621-2aef7af59b03"	"https://echa.europa.eu/documents/10162/9846dc9f-0e16-6870-40dd-17194f3b1866""https://echa.europa.eu/documents/10162/adea77d1-152d-ab8c-79f6-b93fab925cd6"	"22-mars-2016"	"Tolderlundsvej 5, 5000 Odense C"	"Danish Environmental Protection Agency"	""	""	"Previously registered as EC 500-006-8, CAS 9003-36-5, Formaldehyde, oligomeric reaction products with 1-chloro-2,3-epoxypropane and phenol."	"Potential endocrine disruptor"	""	"22-mars-2016"	
"Polyethylene polyamine, pentaethylenehexamine fraction"	""	"701-266-7"	"-"	""	"2018"	"Czech Republic"	"Sensitiser""Consumer use""High (aggregated) tonnage""High RCR""Wide dispersive use"	"Concluded"	"28-mars-2022"	""	"https://echa.europa.eu/documents/10162/e6229d9d-de79-2570-ed78-cd96121a3fd8"	"https://echa.europa.eu/documents/10162/250cad6f-d73a-c8e7-7bc0-0774c2359c24"	"20-mars-2013"	"Vršovická 65, 100 00 Praha 10, Czech Republic
"	"Ministry of Environment of the Czech Republic"	""	""	"Previously registered as 3,6,9,12-tetraazatetradecamethylenediamine, EC 223-775-9, CAS 4067-16-7"	"Sensitiser""Consumer use""High (aggregated) tonnage""High RCR""Wide dispersive use"	""	"14-janv.-2016"	
