Nom,Synonyme(s),Numero CAS,Numero EINECS,Numero Index,ATP,TMP,Colorant(Numero CI),Cancerigene (Categorie),Cancerigene (Mention de danger),Mutagene (Categorie),Mutagene (Mention de danger),Toxique repro. (Categorie),Toxique repro. (Mention de danger),Note(s),Commentaire(s)
"Naphta léger (pétrole), hydrodésulfuré et désaromatisé, Naphta à point d'ébullition bas - non spécifié",,92045-53-9,,649-383-00-1,,,,C1B,,M1B,,,,,
"Naphta léger (pétrole), hydrodésulfuré, Naphta hydrotraité à point d'ébullition bas",,64742-73-0,,649-329-00-7,,,,C1B,,M1B,,,,,
"Naphta léger (pétrole), hydrotraité, Naphta hydrotraité à point d'ébullition bas",,64742-49-0,,649-328-00-1,,,,C1B,,M1B,,,,,
"Naphta léger (pétrole), maturation, vapocraquage, Naphta à point d'ébullition bas - non spécifié",,92201-97-3,,649-387-00-3,,,,C1B,,M1B,,,,,
"Naphta léger (pétrole), neutralisé chimiquement, Naphta à point d'ébullition bas - non spécifié",,64742-23-0,,649-353-00-8,,,,C1B,,M1B,,,,,
"Naphta léger (pétrole), raffiné au solvant, Naphta modifié à point d'ébullition bas",,64741-84-0,,649-278-00-0,,,,C1B,,M1B,,,,,
"Naphta léger (pétrole), reformage catalytique, fraction sans aromatiques, Naphta à point d'ébullition bas - non spécifié",,85116-59-2,,649-377-00-9,,,,C1B,,M1B,,,,,
"Naphta léger (pétrole), reformage catalytique, Naphta de reformage catalytique à point d'ébullition bas",,64741-63-5,,649-299-00-5,,,,C1B,,M1B,,,,,
"Naphta léger (pétrole), riche en C5, adouci, Naphta à point d'ébullition bas - non spécifié",,92045-60-8,,649-384-00-7,,,,C1B,,M1B,,,,,
"Naphta léger (pétrole), vapocraquage, débenzénisation, traitement thermique, Naphta à point d'ébullition bas - non spécifié",,98219-46-6,,649-392-00-0,,,,C1B,,M1B,,,,,
"Naphta léger (pétrole), vapocraquage, hydrogénation, Naphta hydrotraité à point d'ébullition bas",,93165-55-0,,649-342-00-8,,,,C1B,,M1B,,,,,
"Naphta léger (pétrole), vapocraquage, Naphta à point d'ébullition bas - non spécifié",,64742-83-2,,649-355-00-9,,,,C1B,,M1B,,,,,
"Naphta léger (pétrole), vapocraquage, traitement thermique, Naphta à point d'ébullition bas - non spécifié",,98219-47-7,,649-393-00-6,,,,C1B,,M1B,,,,,
"Naphta léger adouci (pétrole), Naphta à point d'ébullition bas - non spécifié",,68783-66-4,,649-374-00-2,,,,C1B,,M1B,,,,,
"Naphta léger adouci (pétrole), Naphta à point d'ébullition bas - non spécifié",,101795-01-1,,649-397-00-8,,,,C1B,,M1B,,,,,
"Naphta léger de craquage catalytique (pétrole), adouci, Naphta de craquage catalytique à point d'ébullition bas",,92045-59-5,,649-295-00-3,,,,C1B,,M1B,,,,,
"Naphta léger de craquage thermique (pétrole), adouci, Naphta de craquage thermique à point d'ébullition bas",,92045-65-3,,649-326-00-0,,,,C1B,,M1B,,,,,
"Naphta léger de distillation directe (pétrole), traité à la terre, Naphta à point d'ébullition bas - non spécifié",,68527-22-0,,649-369-00-5,,,,C1B,,M1B,,,,,
"Naphta léger de reformage catalytique (pétrole), désaromatisé, Naphta de reformage catalytique à point d'ébullition bas",,68513-03-1,,649-304-00-0,,,,C1B,,M1B,,,,,
"Naphta léger de vapocraquage (pétrole), débenzénisé, Naphta à point d'ébullition bas - non spécifié",,68527-26-4,,649-371-00-6,,,,C1B,,M1B,,,,,
"Naphta léger de vapocraquage (pétrole), hydrotraité, Naphta hydrotraité à point d'ébullition bas",,92045-57-3,,649-339-00-1,,,,C1B,,M1B,,,,,
"Naphta léger hydrotraité (pétrole), contenant des cycloalcanes, Naphta hydrotraité à point d'ébullition bas",,85116-61-6,,649-336-00-5,,,,C1B,,M1B,,,,,
"Naphta lourd (pétrole), alkylation, Naphta modifié à point d'ébullition bas",,64741-65-7,,649-275-00-4,,,,C1B,,M1B,,,,,
"Naphta lourd (pétrole), craquage catalytique, Naphta de craquage catalytique à point d'ébullition bas",,64741-54-4,,649-289-00-0,,,,C1B,,M1B,,,,,
"Naphta lourd (pétrole), craquage thermique, Naphta de craquage thermique à point d'ébullition bas",,64741-83-9,,649-317-00-1,,,,C1B,,M1B,,,,,
"Naphta lourd (pétrole), distillation directe, Naphta à point d'ébullition bas",,64741-41-9,,649-264-00-4,,,,C1B,,M1B,,,,,
"Naphta lourd (pétrole), hydrocraquage, Naphta à point d'ébullition bas - non spécifié",,64741-78-2,,649-349-00-6,,,,C1B,,M1B,,,,,
"Naphta lourd (pétrole), hydrodésulfuré, Naphta hydrotraité à point d'ébullition bas",,64742-82-1,,649-330-00-2,,,,C1B,,M1B,,,,,
"Naphta lourd (pétrole), hydrotraité, Naphta hydrotraité à point d'ébullition bas",,64742-48-9,,649-327-00-6,,,,C1B,,M1B,,,,,
"Naphta lourd (pétrole), neutralisé chimiquement, Naphta à point d'ébullition bas - non spécifié",,64742-22-9,,649-352-00-2,,,,C1B,,M1B,,,,,
"Naphta lourd (pétrole), raffiné au solvant, hydrodésulfuré, Gazole - non spécifié",,97488-96-5,,649-234-00-0,,,,C1B,,,,,,,
"Naphta lourd (pétrole), raffiné au solvant, Naphta modifié à point d'ébullition bas",,64741-92-0,,649-279-00-6,,,,C1B,,M1B,,,,,
"Naphta lourd (pétrole), reformage catalytique, Naphta de reformage catalytique à point d'ébullition bas",,64741-68-0,,649-300-00-9,,,,C1B,,M1B,,,,,
"Naphta lourd (pétrole), vapocraquage, hydrogénation, Naphta hydrotraité à point d'ébullition bas",,92045-51-7,,649-337-00-0,,,,C1B,,M1B,,,,,
"Naphta lourd de distillation directe (pétrole), contenant des aromatiques, Naphta à point d'ébullition bas",,101631-20-3,,649-273-00-3,,,,C1B,,M1B,,,,,
"Naphta moyen aromatique (pétrole), vapocraquage, Naphta à point d'ébullition bas - non spécifié",,68516-20-1,,649-367-00-4,,,,C1B,,M1B,,,,,
"Naphta non adouci (pétrole), Naphta à point d'ébullition bas",,68783-12-0,,649-271-00-2,,,,C1B,,M1B,,,,,
"Naphta, Naphta à point d'ébullition bas",,8030-30-6,,649-262-00-3,,,,C1B,,M1B,,,,,
Naphtalène,,91-20-3,,601-052-00-2,,,,C2,,,,,,,
"Naptha lourd de craquage catalytique (pétrole), adouci, Naphta de craquage catalytique à point d'ébullition bas",,92045-50-6,,649-294-00-8,,,,C1B,,M1B,,,,,
"N-cyclohexyl-N-méthoxy-2,5-diméthyl-3-furamide",furmecyclox (ISO),60568-05-0,,006-070-00-9,,,,C2,,,,,,,
Néodécanoate de nickel (II),,85508-44-7,,028-054-00-0,1ère,,,C1A,H350i,M2,,R1B,H360D,,
Néononanoate de nickel (II),,93920-10-6,,028-054-00-0,1ère,,,C1A,H350i,M2,,R1B,H360D,,
Néoundécanoate nickel (II),,93920-09-3,,028-054-00-0,1ère,,,C1A,H350i,M2,,R1B,H360D,,
N-éthoxycarbonyl-N-(p-tolylsulfonyl)azanide d'hexahydrocyclopenta[c]pyrrole-1-(1H)-ammonium,,,,016-081-00-0,,,,,,M2,,,,,
N-éthoxycarbonylthiocarbamate de O-hexyle,,,,006-102-00-1,1ère,,,C1B,,M1B,,,,,
N-éthoxycarbonylthiocarbamate de O-isobutyle,,103122-66-3,,006-094-00-X,1ère,,,C1B,,M1B,,,,,
N-éthyl-2-pyrrolidone,1-éthylpyrrolidine-2-one,2687-91-4,,616-208-00-5,5ème,,,,,,,R1B,H360D,,
N-hexane,,110-54-3,,601-037-00-0,,,,,,,,R2,H361f,,
Nickel,,7440-02-0,,028-002-00-7,1ère,,,C2,,,,,,,
Nitrate de cadmium,,10325-94-7,,048-014-00-6,10ème,61,,C1B,,M1B,,,,,
Nitrate d'hydroxylammonium,,13465-08-2,,007-028-00-2,1ère,,,C2,,,,,,,
Nitrilotriacétate de trisodium,,5064-31-3,,607-620-00-6,1ère,,,C2,,,,,,,
Nitrite d'isobutyle,,542-56-3,,007-017-00-2,,,,C1B,,M2,,,,,
Nitrobenzène,,98-95-3,,609-003-00-7,5ème,,,C2,,,,R1B,H360F,,
Nitrofène (ISO),"oxyde de 2,4-dichlorophényle et de 4-nitrophényle",1836-75-5,,609-040-00-9,,,,C1B,,,,R1B,H360D,,
Nitrosodipropylamine,,621-64-7,,612-098-00-8,1ère,,,C1B,,,,,,,
"N-méthoxy-N-[1-méthyl-2-(2,4,6-trichlorophényl)éthyl]-3-(difluorométhyl)-1-méthylpyrazole-4-carboxamide",pydiflumétofène,1228284-64-7,,616-234-00-7,17ème,,,C2,,,,R2,H361f,,
N-méthyl-2-pyrrolidone,1-méthyl-2-pyrrolidone,872-50-4,,606-021-00-7,9ème,,,,,,,R1B,H360D,,
N-méthylacétamide,,79-16-3,,616-053-00-3,,,,,,,,R1B,H360D,,
N-méthylformamide,,123-39-7,,616-056-00-X,,,,,,,,R1B,H360D,,
Nonadécafluorodécanoate d'ammonium,,3108-42-7,,607-720-00-X,10ème,,,C2,,,,R1B,H360Df,,
Nonadécafluorodécanoate de sodium,,3830-45-3,,607-720-00-X,10ème,,,C2,,,,R1B,H360Df,,
Nonylphénol,,25154-52-3,,601-053-00-8,,,,,,,,R2,H361fd,,
N-phényl-2-naphtylamine,N-2-naphtylaniline,135-88-6,,612-135-00-8,,,,C2,,,,,,,
"O,O'-(éthénylméthylsilylène)di[(4-méthylpentan-2-one)oxime]",,156145-66-3,,014-029-00-1,,,,,,,,R2,H361f,,
Octaborate de disodium tétrahydraté,,12280-03-4,,005-020-00-3,9ème,,,,,,,R1B,H360FD,,
Octaméthylcyclotétrasiloxane,[D4],556-67-2,,014-018-00-1,15ème,,,,,,,R2,H361f,,
Octanoate de nickel (II),,4995-91-9,,028-028-00-9,1ère,,,C1A,H350i,M2,,R1B,H360D,,
"Octaoxyde de cobalt, de dimolybdène et de nickel",,68016-03-5,,028-057-00-7,1ère,,,C1A,H350i,,,,,,
"Olivine, nickel vert",,68515-84-4,,028-057-00-7,1ère,,,C1A,H350i,,,,,,
o-phénylènediamine,,95-54-5,,612-145-00-2,,,,C2,,M2,,,,,
"o-phénylènediamine, dichlorhydrate",,615-28-1,,612-146-00-8,,,,C2,,M2,,,,,
Orthosilicate de dinickel,,13775-54-7,,028-036-00-2,1ère,,,C1A,H350i,,,,,,
o-toluidine,2-méthylaniline,95-53-4,,612-091-00-X,,15 TER,,C1B,,,,,,,
Oxadiargyl (ISO),"5-tert-butyl-3-[2,4-dichloro-5-(prop-2-ynyloxy)phényl]-1,3,4-oxadiazol-2(3H)-one , 3-[2,4-dichloro-5-(2-propynyloxy)phényl]-5-(1,1-diméthyléthyl)-1,3,4-oxadiazol-2(3H)-one",39807-15-3,,613-204-00-5,1ère corr,,,,,,,R2,H361d,,
Oxalate de nickel,,547-67-1,,028-039-00-9,1ère,,,C1A,H350i,,,,,,
Oxalate de vert malachite,,2437-29-8,,602-096-00-5,,,,,,,,R2,H361d,,
"Oxyde de 2,3-époxypropyle et de o-tolyle",,2210-79-9,,603-056-00-X,,,,,,M2,,,,,
Oxyde de béryllium,,1304-56-9,,004-003-00-8,,,,C1B,H350i,,,,,,
Oxyde de bis(2-chloroéthyle),éther bis(2-chloroéthylique),111-44-4,,603-029-00-2,1ère,,,C2,,,,,,,
Oxyde de bis(2-méthoxyéthyle),,111-96-6,,603-139-00-0,,,,,,,,R1B,H360FD,,
Oxyde de bis(chlorométhyle),"éther bis(chlorométhylique) , oxybis(chlorométhane)",542-88-1,,603-046-00-5,1ère,81,,C1A,,,,,,,
Oxyde de cadmium en poudre (stabilisé),,1306-19-0,,048-002-00-0,,61,,C1B,,M2,,R2,H361fd,,
Oxyde de chlorométhyle et de méthyle,éther chlorodiméthylique,107-30-2,,603-075-00-3,,,,C1A,,,,,,,
"Oxyde de cobalt, lithium et nickel",,,,028-058-00-2,1ère,,,C1A,H350i,,,,,,
"Oxyde de diphényl(2,4,6-triméthylbenzoyl)phosphine",,75980-60-8,,015-203-00-X,3ème,,,,,,,R2,H361f,,
"Oxyde de diphényle, dérivé octabromé",,32536-52-0,,602-094-00-4,,,,,,,,R1B,H360Df,,
Oxyde de glycidyle et de tolyle,((tolyloxy)méthyl)oxiranne,26447-14-3,,603-056-00-X,,,,,,M2,,,,,
Oxyde de molybdène et de nickel,,12673-58-4,,028-057-00-7,1ère,,,C1A,H350i,,,,,,
Oxyde de nickel,,11099-02-8,,028-003-00-2,1ère,,,C1A,H350i,,,,,,
Oxyde de nickel et de cobalt,,12737-30-3,,028-043-00-0,1ère,,,C1A,H350i,,,,,,
Oxyde de nickel et de titane,,12653-76-8,,028-057-00-7,1ère,,,C1A,H350i,,,,,,
Oxyde de potassium et de titane (K2Ti6O13),,12056-51-8,,022-004-00-1,1ère corr,,,C2,,,,,,,
Oxyde de propylène,"1,2-époxypropane , méthyloxirane",75-56-9,,603-055-00-4,9ème,,,C1B,,M1B,,,,,
Oxyde de styrène,"(époxyéthyl)benzène , phényloxirane",96-09-3,,603-084-00-2,,,,C1B,,,,,,,
Oxyde d'éthylène,oxiranne,75-21-8,,603-023-00-X,14ème,,,C1B,,M1B,,R1B,H360Fd,,
Oxyméthyloxirane de 6-glycidyloxynapht-1-yle,,27610-48-6,,603-113-00-9,1ère,,,,,M2,,,,,
Paclobutrazol (ISO),"(2RS,3RS)-1-(4-chlorophényl)-4,4-diméthyl-2-(1H-1,2,4-triazol-1-yl)pentan-3-ol",76738-62-0,,603-239-00-4,15ème,,,,,,,R2,H361d,,
Palmitate de nickel (II),,13654-40-5,,028-054-00-0,1ère,,,C1A,H350i,M2,,R1B,H360D,,
"Paraffines (charbon), goudron de lignite à haute température, Extraits de goudron de charbon",,92045-71-1,,648-065-00-X,,,,C1B,,,,,,,
"Paraffines (charbon), goudron de lignite à haute température, hydrotraitées, Extraits de goudron de charbon",,92045-72-2,,648-066-00-5,,,,C1B,,,,,,,
p-dodécylbenzènesulfonate de chrysoïdine,"acide dodécylbenzènesulfonique, composé avec 4-(phénylazo)benzène-1,3-diamine (1:1)",63681-54-9,,611-152-00-8,1ère,,,,,M2,,,,,
Penconazole (ISO),"1-[2-(2,4-dichlorophenyl) pentyl]-1H-1,2,4-triazole",66246-88-6,,613-317-00-X,6ème,,,,,,,R2,H361d,,
Pendiméthaline (ISO),"N-(1-éthylpropyl)-2,6-dinitro-3,4-xylidine",40487-42-1,,609-042-00-X,18ème,,,,,,,R2,H361d,,
Pentachloroéthane,,76-01-7,,602-017-00-4,,,,C2,,,,,,,
Pentachlorophénol,,87-86-5,,604-002-00-8,,,,C2,,,,,,,
Pentachlorophénolate de potassium,,7778-73-6,,604-003-00-3,,,,C2,,,,,,,
Pentachlorophénolate de sodium,,131-52-2,,604-003-00-3,,,,C2,,,,,,,
Pentadécafluorooctanoate d'ammonium,,3825-26-1,,607-703-00-7,5ème,,,C2,,,,R1B,H360D,,
Pentaoxyde de diarsenic,,1303-28-2,,033-004-00-6,,"20,20 BIS",,C1A,,,,,,,
Pentaoxyde de divanadium,pentaoxyde de vanadium,1314-62-1,,023-001-00-8,18ème,,,C1B,,M2,,R2,H361fd,,"Dans la 18ème ATP, ajout de la classification C1B et modification de la mention de danger H361d en H361fd pour la classification toxique pour la reproduction"
Perborate de sodium (contenant < 0.1 % (m/m) de particules d'un diamètre aérodynamique inférieur à 50 μm),,15120-21-5,,005-017-00-7,1ère corr,,,,,,,R1B,H360Df,,
Perborate de sodium (contenant ≥ 0.1 % (m/m) de particules d'un diamètre aérodynamique inférieur à 50 μm),,15120-21-5,,005-017-01-4,1ère corr,,,,,,,R1B,H360Df,,
Perfluorooctanesulfonate d'ammonium,heptadécafluorooctanesulfonate d'ammonium,29081-56-9,,607-624-00-8,1ère,,,C2,,,,R1B,H360D,,
Perfluorooctanesulfonate de diéthanolamine,,70225-14-8,,607-624-00-8,1ère,,,C2,,,,R1B,H360D,,
Perfluorooctanesulfonate de lithium,heptadécafluorooctanesulfonate de lithium,29457-72-5,,607-624-00-8,1ère,,,C2,,,,R1B,H360D,,
Perfluorooctanesulfonate de potassium,heptadécafluorooctane-1-sulfonate de potassium,2795-39-3,,607-624-00-8,1ère,,,C2,,,,R1B,H360D,,
"Périclase de cobalt et nickel, gris","C.I. 77332 , C.I Pigment Black 25",68186-89-0,,028-043-00-0,1ère,,,C1A,H350i,,,,,,
Permanganate de potassium,,7722-64-7,,025-002-00-9,12ème,,,,,,,R2,H361d,,
Peroxométaborate de sodium (contenant < 0.1 % (m/m) de particules d'un diamètre aérodynamique inférieur à 50 μm),,7632-04-4,,005-017-00-7,1ère corr,,,,,,,R1B,H360Df,,
Peroxométaborate de sodium (contenant ≥ 0.1 % (m/m) de particules d'un diamètre aérodynamique inférieur à 50 μm),,7632-04-4,,005-017-01-4,1ère corr,,,,,,,R1B,H360Df,,
"Peroxyde de bis(α,α-diméthylbenzyle)",,80-43-3,,617-006-00-X,15ème,,,,,,,R1B,H360D,,
Peroxyde de di-tert-butyle,,110-05-4,,617-001-00-2,3ème,,,,,M2,,,,,
Pétrolatum,,8009-03-8,,649-254-00-X,,,,C1B,,,,,,,
"Pétrolatum (pétrole), hydrotraité",,92045-77-7,,649-257-00-6,,,,C1B,,,,,,,
"Pétrolatum (pétrole), traité à la terre",,100684-33-1,,649-260-00-2,,,,C1B,,,,,,,
"Pétrolatum (pétrole), traité à l'acide silicique",,97862-98-1,,649-259-00-7,,,,C1B,,,,,,,
"Pétrolatum (pétrole), traité à l'alumine",,85029-74-9,,649-256-00-0,,,,C1B,,,,,,,
"Pétrolatum (pétrole), traité au charbon",,97862-97-0,,649-258-00-1,,,,C1B,,,,,,,
Pétrolatum oxydé (pétrole),,64743-01-7,,649-255-00-5,,,,C1B,,,,,,,
Pétrole brut,,8002-05-9,,649-049-00-5,,,,C1B,,,,,,,
"Phénanthrène, résidus de distillation, Distillat d'huile anthracénique lourde",,122070-78-4,,648-077-00-5,,,,C1B,,,,,,,
Phénol,,108-95-2,,604-001-00-2,,,,,,M2,,,,,
"Phénol, 2,2'-[(3,3'-diméthyl[1,1'-biphényl]diyl)bis(azo)]-4-bis[nonyl-, ramifié et droit",,91783-00-5,295-076-7,611-030-00-4,,,,C1B,,,,,,,Appartient à la famille des colorants azoïques dérivant de l'o-tolidine
"Phénol, dérivés (tétrapropényl)",,74499-35-7,,604-092-00-9,9ème,,,,,,,R1B,H360F,,
Phénolphtaléine,,77-09-8,,604-076-00-1,1ère corr,,,C1B,,M2,,R2,H361f,,
"Phénols en C9-11, Phénols distillés",,91079-47-9,,648-127-00-6,,,,C1B,,M1B,,,,,
"Phénols, extraits de l'ammoniaque, Extrait basique",,84988-93-2,,648-111-00-9,,,,C1B,,M1B,,,,,
Phénylhydrazine,,100-63-0,,612-023-00-9,,,,C1B,,M2,,,,,
Phosmet (ISO),"phosphorodithioate de O,O-diméthyle et de S-phthalimidométhyle , phosphorodithioate de S-[(1,3-dioxo-1,3-dihydro-2H-isoindol-2-yl)méthyle] et de O,O-diméthyle",732-11-6,,015-101-00-5,12ème,,,,,,,R2,H361f,,
Phosphamidon (ISO),"phosphate de diméthyle et de 2-chloro-2-(N,N-diéthylcarbamoyl)-1-méthyl-vinyle",13171-21-6,,015-022-00-6,,,,,,M2,,,,,
Phosphate de nickel et de calcium,,17169-61-8,,028-032-00-0,1ère,,,C1A,H350i,,,,,,
Phosphate de pipérazine,,1951-97-9,,612-241-00-4,1ère,,,,,,,R2,H361fd,,
Phosphate de tributyle,,126-73-8,,015-014-00-2,,,,C2,,,,,,,
Phosphate de tris(2-chloroéthyle),,115-96-8,,015-102-00-0,1ère,,,C2,,,,R1B,H360F,,
Phosphate de tris[2-chloro-1-(chlorométhyl)éthyle],,13674-87-8,,015-199-00-X,3ème,,,C2,,,,,,,
Phosphate de trixylyle,,25155-23-1,,015-201-00-9,3ème,,,,,,,R1B,H360F,,
Phosphate d'hydroxylamine,,20845-01-6,,612-237-00-2,1ère corr,,,C2,,,,,,,
Phosphate-hydroxyde-oxyde de molybdène et nickel,,68130-36-9,,028-055-00-6,1ère,,,C1A,H350i,,,,,,
Phosphinate de nickel,,36026-88-7,,028-032-00-0,1ère,,,C1A,H350i,,,,,,
Phosphure de dinickel,,12035-64-2,,028-056-00-1,1ère,,,C1A,H350i,,,,,,
Phosphure de nickel et de bore,,65229-23-4,,028-056-00-1,1ère,,,C1A,H350i,,,,,,
Phosphure d'indium,,22398-80-7,,015-200-00-3,3ème,,,C1B,,,,R2,H361f,,
Phoxime (ISO),α-(diéthoxyphosphinothioylimino)phénylacétonitrile,14816-18-3,,015-100-00-X,1ère,,,,,,,R2,H361f,,
Phtalate de bis(2-éthylhexyle),DEHP,117-81-7,,607-317-00-9,,,,,,,,R1B,H360FD,,
Phtalate de bis(2-méthoxyéthyle),,117-82-8,,607-228-00-5,,,,,,,,R1B ,H360Df,,
Phtalate de butyle et de benzyle,BBP,85-68-7,,607-430-00-3,,,,,,,,R1B,H360Df,,
Phtalate de dibutyle,DBP,84-74-2,,607-318-00-4,,,,,,,,R1B,H360Df,,
Phtalate de dicyclohexyle,,84-61-7,,607-719-00-4,9ème,,,,,,,R1B,H360D,,
Phtalate de dihexyle,,84-75-3,,607-702-00-1,5ème,,,,,,,R1B,H360FD,,
Phtalate de diisobutyle,,84-69-5,,607-623-00-2,9ème,,,,,,,R1B,H360Df,,
Phtalate de diisohexyle,,71850-09-4,,607-737-00-2,14ème,,,,,,,R1B,H360FD,,
Phtalate de diisooctyle,,27554-26-3,,607-740-00-9,15ème,,,,,,,R1B,H360FD,,
Phtalate de diisopentyle,,605-50-5,,607-426-00-1,,,,,,,,R1B,H360FD,,
Phtalate de di-n-pentyle,,131-18-0,,607-426-00-1,,,,,,,,R1B,H360FD,,
Phtalate de n-pentyle et d'isopentyle,,,,607-426-00-1,,,,,,,,R1B,H360FD,,
Pinoxadène (ISO),"2,2-diméthylpropanoate de 8-(2,6-diéthyl-4-méthylphényl)- 7-oxo-1,2,4,5-tétrahydro-7H- pyrazolo[1,2-d][1,4,5]oxadiazépin-9-yle",243973-20-8,,607-726-00-2,12ème,,,,,,,R2,H361d,,
Pipérazine (liquide),,110-85-0,,612-057-01-1,1ère,,,,,,,R2,H361fd,,
Pipérazine (solide),,110-85-0,,612-057-00-4,1ère,,,,,,,R2,H361fd,,
Pirimicarbe (ISO),,23103-98-2,,006-035-00-8,9ème,,,C2,,,,,,,
Plomb (massif) diamètre des particules ≥ 1mm,,7439-92-1,,082-014-00-7,9ème,,,,,,,R1A,H360FD,,
"Poix, Brai",,61789-60-4,,648-054-00-X,,,,C1B,,,,,,,
Poudre de nickel (diamètre des particules <1mm),,7440-02-0,,028-002-01-4,1ère,,,C2,,,,,,,
"Poudre de plomb , [diamètre des particules < 1mm]",,7439-92-1,,082-013-00-1,15ème,,,,,,,R1A,H360FD,,
"Précurseurs du benzol (charbon), Distillat d'huile légère, bas point d'ébullition",,65996-88-5,,648-003-00-1,,,,C1B,,M1B,,,,,
Pridérite jaune clair de nickel baryum et titane,C.I. Pigment yellow 157,68610-24-2,,028-052-00-X,1ère corr,,,C1A,H350i,,,,,,
"Produit de condensation UVCB de : chlorure de tétrakis-hydroxyméthylphosphonium, urée et de C16-18-suifalkylamine hydrogénée distillée",,166242-53-1,,015-179-00-0,,,,C2,,,,,,,
"Produit de réaction de : acétophénone, formaldéhyde, cyclohexylamine, méthanol et acide acétique",,,,650-018-00-3,,,,C2,,,,,,,
"Produits de la réaction du paraformaldéhyde avec la 2-hydroxypropylamine (ratio  1:1) [formaldéhyde libéré par l'α,α,α-triméthyl-1,3,5-  triazine-1,3,5(2H,4H,6H)- triéthanol][HPT]",,,,612-291-00-7,10ème,,,C1B,,M2,,,,,
"Produits de la réaction du paraformaldéhyde et de la 2-hydroxypropylamine (ratio 3:2) ,  [formaldéhyde libéré par la 3,3'-méthylènebis[5- méthyloxazolidine]] ,  [formaldéhyde libéré par l'oxazolidine] [MBO]",,,,612-290-00-1,10ème,,,C1B,,M2,,,,,
Produits de réaction de la diisopropanolamine avec le formaldéhyde (1:4),,220444-73-5,,612-254-00-5,1ère,,,C2,,,,,,,
"Produits pétroliers, gaz de raffinerie, Gaz de raffinerie",,68607-11-4,,649-151-00-X,,,,C1A,,M1B,,,,,
"Produits pétroliers, reformats Hydrofining-Powerforming, Naphta de reformage catalytique à point d'ébullition bas",,68514-79-4,,649-306-00-1,,,,C1B,,M1B,,,,,
Profoxydim (ISO),2-{(EZ)-1-[(2RS)-2-(4-chlorophénoxy)propoxyimino]butyl}-3-hydroxy-5-(thian-3-yl)cyclohex-2-en-1-one,139001-49-3,,606-115-00-8,1ère,,,C2,,,,R2,H361d,,
Propargite (ISO),sulfite de 2-(4-tert-butylphénoxy)cyclohexyle et de prop-2-ynyle,2312-35-8,,607-151-00-7,,,,C2,,,,,,,
Propazine (ISO),"6-chloro-N2,N4-diisopropyl-1,3,5-triazine-2,4-diamine",139-40-2,,613-067-00-1,,,,C2,,,,,,,
Propiconazole (ISO),"(2RS,4RS , 2RS,4SR)-1-{[2-(2,4-dichlorophényl)-4-propyl-1,3-dioxolan-2-yl]méthyl}-1H-1,2,4-triazole",60207-90-1,,613-205-00-0,12ème,,,,,,,R1B,H360D,,
Propionate de 1-bromo-2-méthylpropyle,,158894-67-8,,607-636-00-3,1ère,,,C2,,,,,,,
Propionate de nickel (II),,3349-08-4,,028-054-00-0,1ère,,,C1A,H350i,M2,,R1B,H360D,,
Propylènethiourée,,2122-19-2,,613-070-00-8,,,,,,,,R2,H361d,,
Propyzamide (ISO),"3,5-dichloro-N-(1,1-diméthylprop-2-ynyl)benzamide",23950-58-5,,616-055-00-4,,,,C2,,,,,,,
Proquinazide (ISO),6-iodo-2-propoxy-3-propylquinazolin-4(3H)-one,189278-12-4,,616-211-00-1,5ème,,,C2,,,,,,,
p-toluidine,4-aminotoluène,106-49-0,,612-160-00-4,,,,C2,,,,,,,
Pymétrozine (ISO),"(E)-4,5-dihydro-6-méthyl-4-(3-pyridylméthylèneamino)-1,2,4-triazin-3(2H)-one",123312-89-0,,613-202-00-4,15ème,,,C2,,,,R2,H361fd,,"Dans la 15ème ATP, ajout de la classification R2"
"Pyridine, dérivés alkyles, Bases brutes de goudron",,68391-11-7,,648-029-00-3,,,,C1B,,M1B,,,,,
Pyrithione zincique,(T-4)-bis[1-(hydroxy-.kappa.O)pyridine-2(1H)-thionato-.kappa.S]zinc,13463-41-7,,613-333-00-7,15ème,,,,,,,R1B,H360D,,
Pyrocatéchol,"1,2-dihydroxybenzène",120-80-9,,604-016-00-4,12ème,,,C1B,,M2,,,,,
Quinoclamine (ISO),"2-amino-3-chloro-1,4-naphtoquinone",2797-51-5,,606-154-00-0,18ème,,,C2,,,,R2,H361d,,
Quinoléine-8-ol,,148-24-3,,613-324-00-8,10ème,,,,,,,R1B,H360D,,
Quinoline,,91-22-5,,613-281-00-5,1ère,,,C1B,,M2,,,,,
Quizalofop-P-téfuryle (ISO),(+/-) (R)-2-[4-(6-chloroquinoxalin-2-yloxy)-phényloxy]propanoate de tétrahydrofurfuryle,200509-41-7,,603-373-00-4,12ème,,,C2,,,,R2,H361fd,,
"Raffinats (pétrole), reformage catalytique, extraction à contre-courant à l'aide d'un mélange éthylèneglycol-eau, Naphta modifié à point d'ébullition bas",,68410-71-9,,649-280-00-1,,,,C1B,,M1B,,,,,
"Raffinats de reformage (pétrole), unité de séparation Lurgi, Naphta modifié à point d'ébullition bas",,68425-35-4,,649-281-00-7,,,,C1B,,M1B,,,,,
"Raffinats en C3-5 saturés et insaturés (pétrole), exempts de butadiène, extraction à l'acétate d'ammonium cuivreux de la fraction de vapocraquage en C4, Gaz de pétrole",,97722-19-5,,649-119-00-5,,,,C1A,,M1B,,,,,
