CAS number,Principal name,Naturals (NCS) category
78-69-3,Tetrahydrolinalool,
20780-48-7,Tetrahydrolinalyl acetate,
41678-36-8,Tetrahydromuguol,
18479-57-7,Tetrahydromyrcenol,
2131091-72-8,Tetrapleura resinoid,G2.26
53850-34-3,Thaumatin,
36431-72-8,Theaspirane,
39067-80-6,Thiogeraniol,
8007-46-3,Thyme absolute,E2.1
8007-46-3,Thyme absolute,E2.1
8007-46-3,"Thyme oil, red",E2.12
8007-46-3,"Thyme oil, white",E2.24
85085-75-2,"Thyme, Thymus zygis, absolute",E2.1
85085-75-2,"Thyme, Thymus zygis, oil",E2.12
89-83-8,Thymol,
91770-90-0,Timur pepper CO2 extract,G2.27
91770-90-0,Timut pepper oil,G2.12
13463-67-7,Titanium oxide (TiO2),
8037-19-2,Tobacco extract,E2.13
73138-76-8,"Tobacco extract, nicotine-free",E2.13
8037-19-2,Tobacco leaf absolute,E2.1
73138-76-8,"Tobacco oils, nicotine-free",E2.33
8024-03-01,"Tolu, balsam, extract",K2.13
8024-03-01,"Tolu, balsam, gum",K2.16
8024-03-01,"Tolu, balsam, resinoid",K2.26
1334-78-7,"Tolualdehydes (mixed o,m,p)",
8024-04-02,Tonka bean absolute,H2.1
8024-04-02,Tonka bean CO2 extract,H2.27
8024-04-02,Tonka bean extract,H2.13
8024-04-02,Tonka bean resinoid,H2.26
8024-04-02,Tonka bean tincture,H2.31
1370711-06-0,trans-1-Ethyl-2-methyl propyl 2-butenoate,
3913-81-3,trans-2-Decenal,
13419-69-7,trans-2-Hexenoic acid,
928-95-0,trans-2-Hexenol,
2497-18-9,trans-2-Hexenyl acetate,
53398-83-7,trans-2-Hexenyl butyrate,
53398-86-0,trans-2-Hexenyl hexanoate,
53398-80-4,trans-2-Hexenyl propionate,
59324-17-3,"trans-2-Methyl-4-propyl-1,3-oxathiane",
31502-14-4,trans-2-Nonen-1-ol,
18829-56-6,trans-2-Nonenal,
2548-87-0,trans-2-Octenal,
7069-41-2,trans-2-Tridecenal,
53448-07-0,trans-2-Undecenal,
67801-45-0,trans-3-Heptenyl 2-methylpropanoate,
3681-82-1,trans-3-Hexenyl acetate,
65405-70-1,trans-4-Decen-1-al,
21862-63-5,trans-4-tert-Butylcyclohexanol,
4180-23-8,trans-Anethole,
0140-10-3,trans-Cinnamic acid,
928-97-2,trans-Hex-3-en-1-ol,
1189-09-09,trans-Methylgeranate,
40716-66-3,trans-Nerolidol,
89-80-5,trans-p-Menthan-3-one,
68648-41-9,Treemoss absolute low atranol,B2.1.2
77-90-7,Tributyl acetylcitrate,
90-17-5,Trichloromethyl phenyl carbinyl acetate,
638-67-5,Tricosane,
122760-84-3,"Tricyclo[3.3.1.1.(3.7)]decan-2-ol, 4-methyl-8-methylene-",
2500-83-6,"Tricyclo[5.2.1.02,6]dec-4-en-8-yl acetate",
13380-94-4,"Tricyclo[5.2.1.02,6]decan-8-one",
26896-48-0,"Tricyclo[5.2.1.02,7]decane-4,8-dimethanol",
64001-15-6,Tricyclodecanyl acetate,
5413-60-5,Tricyclodecenyl acetate,
17511-60-3,Tricyclodecenyl propionate,
10486-19-8,Tridecanal,
629-50-5,Tridecane,
22629-49-8,Tridecene-2-nitrile,
102-71-6,Triethanolamine,
77-93-0,Triethyl citrate,
112-27-6,Triethyleneglycol,
68845-35-2,Triethyltrimethyl-2-cyclohexen-1-one,
71735-79-0,"Trimethyl-13-oxabicyclo[10.1.0]trideca-4,8-diene",
133636-82-5,Trimethyl-bicyclo-heptane-spirocyclohexenone,
538-23-8,Trioctanoin,
31570-04-04,"Tris(2,4-di-(tert)-butylphenyl) phosphate",
220410-74-2,Tris(tetramethylhydroxypiperidinol) citrate,
8024-05-03,Tuberose absolute,F2.1
8024-05-03,Tuberose concrete,F2.7
8024-05-03,Tuberose extract,F2.13
8024-05-03,Tuberose oil,F2.12
8024-05-03,Tuberose tincture,F2.31
8024-37-1,Turmeric,A2.19
8024-37-1,Turmeric leaf oil,E2.12
8024-37-1,Turmeric oil,A2.12
8024-37-1,Turmeric oil CO2 extract,A2.27
8024-37-1,Turmeric oleoresin,A2.21
9005-90-7,Turpentine gum,K2.16
8006-64-2,Turpentine oil,K2.12
8006-64-2,"Turpentine oil, rectified",K2.24
53179-04-07,Undec-10-enonitrile,
112-44-7,Undecanal,
1120-21-4,Undecane,
2244-07-07,Undecanenitrile,
112-37-8,Undecanoic acid,
30207-98-8,Undecanol,
112-43-6,Undecen-1-ol,
1337-83-3,Undecenal,
112-42-5,Undecyl alcohol,
57-13-6,Urea,
4630-07-03,Valencene,
110-62-3,Valeraldehyde,
8008-88-6,Valerian root oil,A2.12
109-52-4,Valeric acid,
8024-06-04,Vanilla absolute,G2.1
8024-06-04,Vanilla CO2 extract,G2.27
8024-06-04,Vanilla extract,G2.13
8024-06-04,Vanilla oleoresin,G2.21
953789-39-4,Vanilla tahitensis absolute,G2.1
953789-39-4,Vanilla tahitensis CO2 extract,G2.27
953789-39-4,Vanilla tahitensis infusion,G2.31
8047-24-3,Vanilla tincture,G2.31
121-33-5,Vanillin,
20665-85-4,Vanillin isobutyrate,
68527-74-2,Vanillin propylene glycol acetal,
82654-98-6,Vanillyl butyl ether,
13184-86-6,Vanillyl ethyl ether,
120-14-9,Veratraldehyde,
8024-12-2,Verbena absolute,E2.1
8016-96-4,Vetiver CO2 extract,A2.27
8016-96-4,Vetiver extract,A2.13
8016-96-4,Vetiver oil,A2.12
68917-65-7,Vetiver oil terpenes,A2.30
68917-34-0,"Vetiver oil, acetylated, distilled.",
8016-96-4,"Vetiver oil, JAVA (low Furfural)",A2.33
8016-96-4,"Vetiver oil, rectified",A2.24
84082-84-8,"Vetiveria zizanioides, ext., acetylated",
68129-81-7,Vetiverol,
73246-97-6,"Vetiverol acetate, distilled",
62563-80-8,"Vetiverol, acetate",
117-98-6,Vetiveryl acetate,
8024-08-06,Violet leaf absolute,E2.1
8024-08-06,Violet leaf extract,E2.13
7732-18-5,Water,
84012-44-2,Wheat extract,H2.13
84012-44-2,Wheat oil,H2.50
8042-47-5,"White mineral oil, petroleum",
8016-21-5,Wine lees CO2 extract,G2.27
8016-21-5,"Wine lees oil, green",G2.12
8016-21-5,"Wine lees oil, white",G2.12
8016-21-5,"Wine lees oil, white, rectified",G2.24
68917-75-9,Wintergreen extract,E2.13
68917-75-9,Wintergreen oil,E2.12
8008-93-3,Wormwood oil,E2.12
73138-77-9,"Wormwood oil, terpeneless",E2.29
11138-66-2,Xanthan gum,
3520-42-1,"Xanthylium, 3,6-bis(diethylamino)-9-(2,4-disulfophenyl)-, inner salt, sodium salt (1:1)",
1330-20-7,Xylene (mixed),
8002-09-03,Yarmor pine oil terpenes,E2.30
8002-09-03,"Yarmor Pine oil, synthetic",
8022-07-09,Yarrow oil,E2.12
8006-81-3,Ylang ylang absolute,F2.1
8006-81-3,Ylang ylang oil,F2.12
8006-81-3,Ylang ylang oil (low para cresol methylether),F2.33
8006-81-3,Ylang ylang oil extra,F2.12 X
8006-81-3,Ylang ylang oil I,F2.12.1
8006-81-3,Ylang ylang oil II,F2.12.2
8006-81-3,Ylang ylang oil III,F2.12.3
8006-81-3,"Ylang ylang oil, rectified",F2.24
68952-44-3,"Ylang ylang oil, terpene-free",F2.29
8006-81-3,Ylang-ylang extract,F2.13
8006-81-3,Ylang-ylang infusion,F2.31
1009814-14-5,Yuzunone,
102242-62-6,Zanthoxylum piperitum extract,G2.13
1314-13-2,Zinc oxide (zno),
122-48-5,Zingerone,
546-80-5,α-Thujone,
